metabolite	PMN_74	PMN_75	PMN_76	PMN_77	PMN_78	PMN_79	PMN_80	PMN_81	PMN_82	PMN_83	PMN_84	PMN_85	PMN_86	PMN_87	PMN_88	PMN_89	PMN_90	PMN_91	PMN_92	PMN_02	PMN_03	PMN_04	PMN_05	PMN_06	PMN_07	PMN_08	PMN_10	PMN_12	PMN_13	PMN_14	PMN_15	PMN_16	PMN_19	PMN_21	PMN_22	PMN_25	PMN_27	PMN_28	PMN_29	PMN_32	PMN_34	PMN_35	PMN_36	PMN_38	PMN_40	PMN_41	PMN_42	PMN_43	PMN_46	PMN_48	PMN_49	PMN_50	PMN_51	PMN_52	PMN_53	PMN_54	PMN_55	PMN_56	PMN_57	PMN_58	PMN_59	PMN_60	PMN_61	PMN_62	PMN_63	PMN_64	PMN_65	PMN_66	PMN_67	PMN_68	PMN_69	PMN_70	PMN_71	PMN_72	PMN_73
Hexose_RT7.2	8239833.2	9138051.4	264364.47	9538261.8	335503.19	9927185.5	6136984.4	280737.11	846910.84	349267.09	19930899	435152.96	112743.21	277077.76	1079210.7	181003.71	620174.93	414425.35	140622.72	285565.34	159025.78	91766.255	309438.41	97865.427	187845.37	141307.75	371699	204948.94	137000.19	420161.92	148875.98	515227.75	113971.52	59789.989	289690.83	328610.38	206618.71	378701.23	109221.83	563678.07	57851.391	153981.87	320534.57	715810.61	209115.05	248029.15	347328.76	158156.24	383470.38	76495.455	232240.75	84191.984	84103.71	397388.19	996923.96	86125.669	334618.48	171980.06	224112.95	29039.724	92500.804	256733.5	628851.23	172163.07	171902.29	227027.16	165456.16	140278.06	44215.357	284872.32	167514.41	94628.847	114268.76	114710.44	130218.62
Hexose_RT7.7	10011201	7090981.7	2606201.1	12058172	639295.37	8371864.3	6385361.6	11845271	10742055	2548877.2	4445120.2	7202312.1	1517271.1	1668273	3178009.3	2581976	1914911.3	3989453	3229816.6	14576137	2189456.2	7787161.4	16173922	2792925	13230549	10906377	13230549	71016011	8331394.7	8904583.7	17303099	11616451	15275848	2931653.7	22676782	16555712	9064060.6	11132475	8006291.4	13659778	1613773.4	25131095	32341281	13959118	18222761	7122533.5	18581193	30603632	4807602.4	9288297.3	16766909	5814049.2	2230748.9	6667835.5	6489025.6	1242429.4	4060265.1	30708323	5504839.9	4127237.4	7163246	82661019	18249101	3394422.6	15138378	7866081.5	9709395.4	3124779.7	3800739.5	4462251	5557083.9	4520390	5290780.5	14977348	2990100.9
Hexose_RT8.7	2706367.2	4340009.7	1912276.7	3090652.2	1169022.9	3378733.8	1606080.2	9733103.8	9768763.5	1587075.2	8941147.8	5473298.8	2232823.3	2449634.5	3308382	2582776.3	2402022.4	2440309.9	1727178.3	6059088.5	2475610	947709.24	2096529.4	3894640	6165525.1	11450789	5432594	22133602	3136597.3	9735992.5	9587097.2	21766281	20408877	4440106.4	14229743	9423666.5	9549774.8	9801282.7	4586036.5	2784192	5953971.7	7814617.3	12564574	4397057.4	14084950	2808065.3	11175931	2043025.5	5977642.4	13338702	6789362.2	5272666.5	11714559	14188679	5758926.1	2254693.8	70226975	6816595.5	2933242.2	1683620.4	6538283.3	26496747	11019099	14751809	5622113.3	9246631.9	34271018	2089209.9	14675290	2397666.9	1775422.3	2643404	8238627.3	3329978.2	3142643.5
Hippurate	1657879.2	16226878	4317117.2	755411.09	3837289.6	2560844.1	1940112.6	1742642.8	2404892.3	5495629.2	22888595	12830630	3524187.1	1708371.3	3806792.9	5744994.8	1853819	2927512.9	4823833.8	924919.58	5246359.2	549354.47	917495.48	565044.21	3233205.7	2029888.2	8604216.9	3180002.6	598778.41	7748040.1	1092459.8	1.4930189e+08	3522898.6	1764491.6	2795884.5	15903588	33476453	982904.51	1529683.3	675331.78	2564904.8	939211.69	1.3027221e+08	11708374	6481381.7	789880.72	12670745	10690332	1663547.9	335976.77	7383009.3	2999615.1	16367296	6543614.7	2.6047218e+08	520753.41	3728423.9	1189632.4	6227850.8	2648094.5	407892.37	3958565.1	735068.99	55022.614	429984.16	397078.41	12062168	95960219	9160639.9	29345238	1.2591945e+08	2988338.2	3552129.8	1807805.6	982634.14
Histamine	2.3580152e+08	11689218	5.4095813e+08	2.7734975e+08	3.0716975e+08	9.4407973e+08	8.7438129e+08	2.1597444e+08	5.564701e+08	5.8868708e+08	4.417514e+08	3.817127e+08	6.1939215e+08	1.0821172e+08	5.47647e+08	4.0017385e+08	2.398932e+08	6.1773946e+08	2.5833635e+08	1.1323207e+08	3.4533092e+08	1.5874451e+08	62150213	981306.38	36629855	1.2973996e+08	7.8017153e+08	1401774.7	3.2190406e+08	6.4950575e+08	1279346.1	71167782	1.2960265e+08	86194820	29206663	86408599	35028393	1303777.4	3.1020524e+08	1335125.5	37820514	1.1235449e+08	30996814	1086341.1	18579884	1.0336154e+08	1911036.9	1.7355118e+08	970044.63	5379862.5	1289367.5	46416059	13116640	35522982	24897476	59199979	36610703	25538650	63955039	81258958	1304927.5	2480539.1	2379860.1	27259433	1954817.4	1228970.8	1230742.3	1.5125855e+08	31151826	1168171.4	3.4778164e+08	1081437.5	29564799	12926260	1.9926899e+08
Histidine	7.301969e+08	1.9799795e+09	1.6546013e+08	6.176644e+08	2.3150796e+08	4.6055947e+08	3.4765538e+08	7.9022147e+08	2.4547374e+08	2.0271108e+08	2.5954546e+09	6.5243619e+08	3.7541969e+08	2.6911461e+08	3.0095617e+08	2.2409939e+08	2.0843827e+08	3.3970164e+08	1.7082143e+08	1.1852742e+08	1.0118538e+08	1.2218043e+08	1.0777234e+08	7.1070879e+08	3.2300085e+08	80172555	2.0232008e+08	1.8014506e+08	48272359	4.4299652e+08	2.0236267e+08	1.1698963e+08	4.6282566e+08	1.1674016e+08	2.5663011e+08	2.7777793e+08	2.7760067e+08	5.9139915e+08	1.0042022e+08	1.113371e+08	1.8288143e+08	1.3414623e+08	3.195943e+08	2.7082155e+08	2.5693463e+08	79338418	2.3413736e+08	3.451314e+08	1.6179971e+08	3.8939555e+08	58732252	79600906	4.4604465e+08	4.1204561e+08	3.1587931e+08	3.4762564e+08	3.5070865e+08	1.1177493e+08	5.7428067e+08	3.5179063e+08	2.2881795e+08	60686402	2.8634992e+08	5.18381e+08	5.5756537e+08	2.9149084e+08	1.1070542e+08	3.8739775e+08	1.499964e+08	4.4510461e+08	5.0314594e+08	1.0330564e+08	1.2720702e+08	2.9882844e+08	4.0992354e+08
Homoarginine	4972199.5	5002566.4	3878846.4	2920016.2	3001937.2	5261230.9	2660222	3151086.2	3996309.7	3553421.7	4425153.2	4141402	3684383.4	3566690.5	4620469.4	4255362.5	2507563.4	2763140.7	3058890.9	3779446.9	3816930.5	4410040.8	2942710.7	6070639.1	4899077	2871103	5346643.2	2559342.6	3716978	3907222.1	2578750.8	2521397.9	2693000.6	2724470.4	2581879.8	3435586.6	4726919.2	5016448	3161916	2414075.8	4786925.7	2410232	2544194.2	1589186.4	2980510	5179499.2	2828560.9	5370494.5	2825106.9	4212166.9	4064329.7	3331725.3	4561010	5291502.4	3998727.6	4915521.9	4576201.7	7116836	4505615.4	4410749.1	5497948.4	344351.61	3966619.3	3889684.3	6629828.2	4784919.9	3874520.2	5281663.8	4183209.5	9181789.3	3343922.5	4764405.3	4960098.6	5752588.2	5679843.6
Homovanillate	136873.8	771496.56	1677648.1	946245.65	1263354.5	576126.05	443159.26	1091662	1232258.4	1031845.3	1748661.3	1003375.8	771987.62	1630995.3	1175468.5	1043086	780753.49	1057782.5	951541.32	525612.38	3480575.9	898601.34	1811903	2215114.9	794022.15	795171.13	1616127.9	1973607.7	1235976.5	1254070.8	846526.82	1582438.9	1407885.8	821101.48	1409595.5	1366779.4	1497723.6	1266342.1	744887.51	1196126.9	1255954.6	1187256.3	4676462.5	6579387.2	1140998.7	1084184.7	1544521.9	2508961.1	3027658.1	1309684.9	1564548	1021601.3	2439958.1	2252998.8	2187371.9	1209372.2	3171983.9	632114.52	1887326.3	1223892.5	3371619.5	1297694.2	792678.49	1634546.7	1358911	1574412.6	1656591.3	22215225	2630027.3	8233397.3	3903719.4	1834173.9	740894.19	1906576.1	1179410.3
Hydroxycitrate	32479327	44819227	75913923	83585547	1.1022322e+08	1.3082466e+08	42997823	60096531	86316201	1.3526624e+08	57952732	67798568	1.5788022e+08	1.5836053e+08	96820793	1.1989524e+08	1.1956821e+08	1.0199289e+08	2.4382122e+08	58210222	1.7508982e+08	85917718	56023823	51204526	55230281	65496207	73565586	89689706	41917137	52224337	63946584	27234133	60968661	81880507	84739340	37170776	43077197	40758671	94808454	51943288	94991355	1.0449012e+08	57290366	88879221	35798030	1.4271432e+08	1.0259464e+08	1.7893969e+08	1.2535954e+08	43788536	1.0365452e+08	69902953	37301576	27659136	21660647	26054907	32481883	1.043296e+08	38749761	55167715	60452274	1.0111866e+08	37296498	25408204	12229566	34774787	1.047888e+08	1.1552102e+08	44954819	14574754	60867777	1.5716123e+08	90490228	54143403	43300463
Hypotaurine	6.9702195e+08	3.6616593e+08	7.6286142e+08	6.8786451e+08	1.0011176e+09	4.303036e+08	1.7526717e+08	1.9987116e+09	4.9116096e+08	7.3876834e+08	2.0053122e+09	1.8721222e+09	6.794093e+08	7.9023693e+08	8.2286442e+08	5.8790264e+08	9.3232469e+08	6.6076219e+08	6.8010684e+08	5.5820269e+08	1.3859753e+08	6.6749078e+08	46421528	1.9692866e+09	6.8966561e+08	2.699724e+08	1.4455926e+09	1.5564214e+09	5.9936873e+08	9.8700236e+08	1.1264484e+09	3.0169455e+08	6.6489405e+08	1.8332031e+08	8.8533021e+08	9.6164411e+08	7.8661497e+08	1.3064927e+09	3.4122085e+08	8.3184444e+08	3.6185213e+08	1.5196642e+08	2.6364379e+08	37114495	1.1526225e+09	3.6291451e+08	9.8094318e+08	4.9060935e+08	3.7289686e+08	9.8793109e+08	6.4549862e+08	2.2622403e+08	1.4270683e+09	2.5729475e+09	1.7576833e+09	2.6946751e+09	2.5654303e+09	5.7716049e+08	2.6838603e+09	1.1401413e+09	1.8497573e+09	1.5044008e+08	2.3219605e+09	2.400525e+09	4.6361637e+09	1.2033008e+09	1.3414678e+09	4.4326299e+08	1.2314365e+09	3.8350635e+09	1.7478893e+09	1.2593822e+09	1.1667389e+09	2.2217107e+09	3.8444459e+08
Hypoxanthine	7.5800745e+08	7.682004e+08	4.3182671e+08	8.3764253e+08	1.5060452e+09	5.3824932e+08	1.1707581e+09	85162751	1.7982805e+08	3.772672e+08	5.6477977e+08	1.6395765e+08	5.5917299e+08	7.7304353e+08	3.6347006e+08	2.4567047e+08	3.6461623e+08	4.710493e+08	5.9756272e+08	1.6395033e+08	2.8777552e+08	1.300779e+08	1.4958194e+08	1.0615079e+08	1.6074104e+08	1.0909013e+08	81722647	60001890	1.0376157e+08	2.6394012e+08	81386742	98593775	1.9749665e+08	1.5169161e+08	1.8088796e+08	2.2703798e+08	1.7842416e+08	2.2137729e+08	2.6762874e+08	3.0684556e+08	2.8087243e+08	1.9019348e+08	61639033	38042987	26577179	1.0405861e+08	2.7363145e+08	1.7809805e+08	1.6307272e+08	62744774	1.5082937e+08	83887854	1.0170586e+08	64310207	46486369	4.6898927e+08	2.6930833e+08	1.4938356e+08	75721092	2.4010498e+08	75216032	94423159	57662021	19055038	1.6111356e+08	76479007	73175696	1.589636e+08	10346193	93613742	68531878	1.7580021e+08	1.5431382e+08	1.1270889e+08	97493580
Indoxyl sulfate	437131.66	26360744	1191302.9	787246.78	2492745.5	1342912.8	419938.31	2496122.1	895401.99	1412663.1	90358797	2296912.8	410881.54	1142270.1	1118613.9	1937251.6	2111951.1	310430.84	761033.47	1187873.9	24156.073	424553.41	534574.82	2934.3696	1179419.2	387424.94	1025129	105992.48	380626.34	1709563.6	205973.39	3190568	194797.48	497388.66	1636226.6	543742.61	1042555.1	510262.25	464053.66	45651.232	151877.99	220158.55	1483525.4	4473706.8	537671.81	1253032.6	1493497	719993.22	2152080	3217.4474	3855.5552	970860.26	43330.268	448154.95	4741684.8	615290.31	289308.25	783368.3	391734.2	313476.28	433305.62	918072.19	621035.57	281705.08	188414.99	18374.763	607029.16	3820010.1	92981.714	12927483	4107.4633	1061990.6	475138.5	1191555.6	181092.5
Inosine	18946592	9775537.1	1271193.2	4777084.5	9275901	5019735.1	18939287	927046.49	857508.96	606746.78	18707272	882659.27	784427.97	1253234.3	768987.87	605287.31	1122561.1	1153359.3	1480275.9	1207727.1	910777.11	1328707.3	910979.54	1413997	933302.13	745666.66	547206.65	922858.46	1559348.7	2218952.5	1051328.9	992671	796597.38	281642.32	405513.11	892612.65	2891527.6	461140.74	795829.22	1019245.4	1772526.9	286465.33	2179505.7	220910.94	1600581.5	741988.29	2485639.4	477413.19	447512.53	714928.88	1543024.7	1404132.9	1281757.3	1018248.3	889623.82	2973205.4	5476364.1	2250341.2	1994950.4	4958833.1	2300600	108530.18	794843.02	1174396	4407469.3	2933331.9	1285837.3	2757518.4	547482.09	5094933.4	2139056.4	423669.81	3453901.3	2355151.7	1301688.4
Inosine monophosphate	5.7165819e+08	1.18114e+08	6867246.7	47009492	37662668	66190861	3.4748767e+08	9791859.6	4394901.9	8006346.7	34538394	5439207.8	5727489.9	9242070.5	6301704.5	6171397.1	13230549	20774896	18449185	6405421.5	7840134.1	6220869.1	12494985	5911062.1	13402741	3946261.6	9975294.4	4532967.8	2403165.4	4254181.3	5126924.5	8929630.8	3998305.3	3977587.1	4483973.7	4484514	9057492.5	5247948.6	11388680	12956923	18686192	4002472.9	5789712.7	15238923	4964127.2	7394306.5	4854143.1	7742115.2	2923600.6	6795479.8	4897495.9	8174648.2	8772722.8	2781279.8	13328744	11800217	6581853.7	5030317.9	5965565.1	24343701	3931960.9	3802579.1	3841631.3	5825672	4970386.5	7923895.2	11238462	8469555.6	5728230.2	6829371.9	8223178.7	3143531.2	13230549	9314679.4	38880982
Itaconate	22929764	19038025	15492762	8633366.6	14520618	24561340	6268821.9	7277655	10039875	15069991	21852323	7609377.5	7636699	6509461.8	17726729	10321677	21864906	8224537.3	9200047.1	6772012.9	6148733.6	11908530	7315741.8	6381397.9	9865200.9	10194041	6434938.3	10396923	8151131.3	5419931.7	9476239.6	4591524.4	7787499.8	5848253.6	5210141.6	4160388.1	7665396.2	10586533	14724292	5317499.4	8940182.6	6297711	2482984.3	17524195	2455999.2	17454773	6652663.3	12803726	16219001	7281373.4	17285598	4510913.8	16201144	8806333.8	6189260.6	8010597.8	6502644.1	11027906	3530746.7	4725048.3	7921575.2	11031255	7147408.2	8697326.4	5311340.6	7660330.6	11522808	5646587.3	25877890	3295111.5	5737494.6	6188172.7	15461062	3890516.7	6437423.2
Kynurenine	6237374.2	10988345	31772287	3560083.9	6036174.6	10708798	5568282.6	3267798.7	14429195	35242875	17531498	5063617.7	18699228	9599673.4	5953686.5	4394790	65431267	13725678	8181513.9	7932131.6	25770510	5607017.6	21191830	1204231	28658097	1223917.6	8573689.3	307533.1	5378990.5	7263151	119831.94	7616105.4	2932440.6	10480718	7472268.9	6748679.3	5253036.3	3102479.6	972018.3	132095.08	3010166	18110696	4551897.2	4539898.9	266386.01	3587337.6	2421881.2	3943872.8	3257793.8	3782405.5	6883751.7	3006014.1	3766964.9	7529199	10784144	5579959.9	15257200	2676576.3	13230549	4010975	15948395	724463.05	373487.42	15843426	4045556.9	3339090	1670347.4	76865466	8724114.2	11678363	54622798	4514042.6	15595844	9365013.4	83937703
Lactate	2.4893325e+09	3.6123385e+09	1.693788e+09	1.0479723e+09	7.4706181e+08	1.3634357e+09	1.5971295e+09	1.9655082e+09	8.8792642e+08	1.1017969e+09	2.9596607e+09	9.3466796e+08	1.4176764e+09	1.9305317e+09	2.3968286e+09	2.4850297e+09	1.1424969e+09	1.3023378e+09	1.431821e+09	1.7697703e+09	8.2187777e+08	2.7330274e+09	3.7911137e+09	3.9486135e+09	1.1265398e+09	1.0263428e+09	1.3607047e+09	4.9839706e+08	8.8577052e+08	1.4042156e+09	8.7834099e+08	1.6686767e+09	8.0381609e+08	1.1244412e+09	9.4575406e+08	9.1630129e+08	3.2985477e+09	1.3981211e+09	3.1114428e+09	1.0588197e+09	1.7123794e+09	1.0482826e+09	1.2445191e+09	8.4063579e+08	1.5042938e+09	1.1057124e+09	9.3858761e+08	1.8502446e+09	7.1378883e+08	5.5531768e+08	1.225626e+09	7.9473207e+08	1.5213201e+09	2.3924927e+09	9.3153996e+08	5.0153606e+09	1.9715513e+09	1.5040186e+09	1.2086387e+09	2.2554573e+09	2.2737242e+09	1.2140536e+09	3.8639134e+09	2.576164e+09	2.1780452e+09	2.7202697e+09	1.2059721e+09	7.4554662e+08	2.4482832e+09	1.3867161e+09	3.8470324e+09	1.0256452e+09	3.0314762e+09	2.0958106e+09	1.7712045e+09
Leucine/Isoleucine	8.9447893e+08	5.1062521e+09	2.8209069e+08	2.4667662e+08	5.5441555e+08	2.7359369e+08	5.2997966e+08	1.4061221e+08	2.0648605e+08	2.6249536e+08	8.3223861e+09	1.258199e+08	3.8119823e+08	4.1463632e+08	3.2862905e+08	2.2902215e+08	3.8715197e+08	2.9382097e+08	3.77856e+08	1.6470838e+08	6.1295719e+08	2.1683695e+08	2.9698811e+08	3.8563309e+08	1.8554555e+08	2.3203864e+08	1.5490611e+08	1.2328481e+08	1.4921722e+08	1.9527784e+08	1.3000663e+08	2.5082842e+08	4.2365358e+08	1.5032667e+08	1.129896e+08	1.5966867e+08	1.7624892e+08	3.0172826e+08	2.8225077e+08	1.1195593e+08	4.3470958e+08	1.2576752e+08	2.1044646e+08	1.3897925e+08	1.9187276e+08	3.0396997e+08	1.5982538e+08	3.4951854e+08	3.4449058e+08	3.4871316e+08	2.4786479e+08	1.2054973e+08	5.1237538e+08	2.2466763e+08	2.430382e+08	2.9880956e+08	2.5463096e+08	1.93851e+08	1.6039417e+08	2.7074313e+08	3.1076703e+08	1.7906105e+08	1.3464294e+08	3.4441856e+08	2.6290267e+08	2.3370368e+08	1.0641928e+08	1.5220348e+08	3.78148e+08	1.8264304e+08	2.4596709e+08	1.4615087e+08	1.5818702e+08	1.4163507e+08	3.050377e+08
Leu-Pro	94004393	1.0219477e+08	1.2018035e+08	1.1670794e+08	1.6468419e+08	2.1745512e+08	80835373	1.1645991e+08	1.2365357e+08	1.5609847e+08	1.7705308e+08	1.0484041e+08	2.0255631e+08	1.784308e+08	1.6059904e+08	1.9774007e+08	1.0322225e+08	1.3369131e+08	1.5729754e+08	94426139	1.6811903e+08	85154782	77820608	1.5848315e+08	1.0485237e+08	80331511	79412988	99226129	65684476	1.4567883e+08	1.4195096e+08	3.3957999e+08	1.1930187e+08	72221083	1.801867e+08	1.165359e+08	91350949	1.7399807e+08	72237117	76731158	1.4695931e+08	1.0655867e+08	9.2887683e+08	4.4044083e+08	1.4235804e+08	1.2828825e+08	1.2495012e+08	1.702146e+08	1.0303325e+08	1.3639913e+08	66208474	2.0317965e+08	1.2392309e+08	2.127478e+08	3.716073e+08	1.7751349e+08	1.2474968e+08	1.4062277e+08	2.2302804e+08	87365795	1.4375758e+08	53994450	92615239	1.0294396e+08	1.4810389e+08	1.4520381e+08	97440201	1.8951048e+08	97159951	1.0139501e+09	2.1306798e+08	1.8229949e+08	1.7919316e+08	2.1061316e+08	1.1984269e+08
Leu-Val	249586.48	3273886.5	3232326.4	4643164.5	7245312	2550326.9	10417266	3354504.3	4124020.1	3391728.6	3405142.4	4425897.6	5644808	7321688.3	3551550.2	2146712.4	5547444.9	2141081	2928109.1	10852389	38577015	9707100.1	26978042	5829794.3	4433630.7	9205564.5	9689404.8	5564677.8	5995545.4	3594435.7	5244769.7	7542951.3	4806885.4	7870436.9	5861414.8	4220321.5	5575008.7	1992281.5	8486195.5	4872358.7	8171797.8	6176581.3	2216770.4	5706119.3	2746160	8402385.8	2993818.5	5072719.5	3685126.6	3617110	5850979.4	2448970.6	2795565.2	2064297.2	4910036.9	6044476.4	5872908.3	5195729.5	3531140.7	207360.47	2376804.4	8568447.6	2888821	376349.69	5111542.9	2691688.5	3806339.1	2342859.6	3792833.5	2202390.1	3242159.4	4289787.8	4533605.5	4313589.4	7397880.6
Lysine	3.0251017e+08	7.9815591e+08	2.0927048e+08	1.1453876e+08	1.2007422e+08	1.9344617e+08	1.4414559e+08	1.394021e+08	2.4013978e+08	1.5904625e+08	1.2465899e+09	1.4047056e+08	1.3201598e+08	1.9937282e+08	3.1648465e+08	1.8306639e+08	1.4976947e+08	1.1521208e+08	1.3750309e+08	1.5668721e+08	2.0725229e+08	2.4834011e+08	1.2366887e+08	1.6860432e+08	1.9699612e+08	1.8247637e+08	1.6805722e+08	1.4644907e+08	1.2573611e+08	1.3453526e+08	1.4290208e+08	1.4845424e+08	1.2522246e+08	1.1572365e+08	1.3092137e+08	1.8962905e+08	1.8780017e+08	2.2350568e+08	1.8903074e+08	1.1403972e+08	2.1588608e+08	1.3628791e+08	1.3119706e+08	3.8069223e+08	1.6451475e+08	1.8719397e+08	1.4287989e+08	1.8949414e+08	1.7902649e+08	1.927421e+08	1.9738367e+08	1.1292837e+08	2.2375553e+08	2.5576388e+08	2.4367181e+08	2.4182625e+08	2.0520164e+08	3.2435336e+08	1.4766458e+08	1.2669302e+08	1.3055064e+08	93639569	1.6514908e+08	1.4727275e+08	3.3528486e+08	1.7732855e+08	1.7816116e+08	2.0168143e+08	1.509299e+08	2.755511e+08	1.4328752e+08	2.0098802e+08	2.493828e+08	1.7274263e+08	1.8808777e+08
Malate	8.412282e+08	8.2054676e+08	4.749979e+08	5.7639489e+08	1.5569996e+09	9.3667925e+08	3.8744793e+08	3.4181512e+08	6.9138149e+08	7.8198258e+08	1.1376911e+09	3.976882e+08	9.133379e+08	1.0281474e+09	7.1437942e+08	7.9109367e+08	7.4595919e+08	5.807841e+08	1.1162254e+09	4.7387633e+08	1.7634636e+09	2.6308445e+08	6.7621114e+08	3.1515883e+08	4.1273679e+08	2.7618495e+08	2.1499596e+08	2.3109045e+08	2.082744e+08	3.1437867e+08	2.2376236e+08	2.2582936e+08	4.2486601e+08	2.1881457e+08	3.432314e+08	2.0771079e+08	2.1640809e+08	3.7747485e+08	2.6880916e+08	2.0848506e+08	9.7448518e+08	2.7173281e+08	2.8446965e+08	3.6064042e+08	2.6217137e+08	6.3987457e+08	7.5006746e+08	7.4638481e+08	4.8400426e+08	2.2917107e+08	4.4084322e+08	2.237981e+08	3.9196119e+08	3.3512225e+08	2.0298515e+08	7.7225743e+08	2.3010063e+08	5.2198384e+08	2.9956037e+08	2.9734317e+08	1.8259798e+08	3.8117011e+08	4.3074889e+08	3.5342472e+08	3.0863278e+08	1.3100959e+08	2.254546e+08	2.4679391e+08	3.9103239e+08	4.06353e+08	2.6518432e+08	5.7010566e+08	5.6635717e+08	3.6719211e+08	1.9720546e+08
Methacholine	2.4434876e+08	2.0676666e+08	1.4824591e+08	61553380	82455397	68585911	1.1277932e+08	3.2956733e+08	2.4520714e+08	1.6580146e+08	68708286	1.1408984e+08	89503912	1.4329867e+08	83552760	1.0011417e+08	1.2828619e+08	89741095	93856640	1.145849e+08	1.2761123e+08	71261096	1.508039e+08	5.9473517e+08	1.6327164e+08	1.1748427e+08	3.145247e+08	1.9956541e+08	56442267	1.1922417e+08	93088658	3.7869515e+08	1.516273e+08	2.179543e+08	2.1087226e+08	58487742	81154011	2.6351824e+08	57071183	1.0232869e+08	45606787	1.5995324e+08	3.8067981e+08	1.0878139e+09	2.6312413e+08	1.0627526e+08	92092781	3.7358397e+08	3.573839e+08	75146501	1.2610967e+08	5.0973876e+08	48459465	1.4260963e+08	3.1755856e+08	1.7599495e+08	1.3107998e+08	2.4822015e+08	3.4951952e+08	1.7581867e+08	1.7909143e+08	1.2604486e+08	1.1824808e+08	48144386	1.5035441e+08	2.4241495e+08	75278813	77090619	76887778	5.3271808e+08	3.8919802e+08	27512998	74912297	4.2165576e+08	1.3444565e+08
Methionine	1.1504329e+08	6.6947023e+08	40964939	29737988	68390420	28003213	76884176	18885279	22888962	28552163	1.0675931e+09	16060901	46569383	41992692	39464882	26211206	39804533	23950067	32077567	17295551	84540099	33406645	29267924	52299913	20786264	28950055	17260293	16991211	16529856	22821078	21471043	34358568	24211221	18241968	12763373	18997258	16514979	36422855	31389744	19362763	72754936	13467230	15032887	18486294	21222720	27011565	25667002	49114905	71924080	54150477	29231779	10263446	91269569	37263973	37634871	46894420	35928880	16166241	24010677	24456164	34364834	24859584	14435948	51480788	37783436	27509031	19455637	30162296	32023529	29333410	32426883	14932078	20083854	19697998	45776529
Methyl 4-aminobutyrate	3.8928639e+08	1.2117035e+09	3.0109268e+08	2.3996404e+08	3.9313998e+08	1.6158399e+08	3.3186265e+08	2.3988648e+08	2.5773598e+08	3.5952312e+08	1.0952467e+09	2.0416621e+08	3.1489505e+08	3.1784037e+08	3.1837227e+08	2.6613892e+08	3.7373837e+08	3.2786271e+08	3.9634168e+08	3.233227e+08	2.9384547e+08	2.1365109e+08	3.2756216e+08	3.3321809e+08	2.674772e+08	2.5318089e+08	2.4766666e+08	2.9387393e+08	2.4537017e+08	3.3452792e+08	2.6869199e+08	3.2014323e+08	4.1946201e+08	2.5974484e+08	2.8406607e+08	3.4928953e+08	2.7197129e+08	3.350355e+08	2.5785111e+08	2.2521695e+08	2.7612096e+08	2.651686e+08	2.6490691e+08	1.652007e+08	3.3307919e+08	2.51253e+08	4.0764738e+08	3.7426081e+08	3.1857481e+08	2.9820399e+08	3.3401133e+08	1.7864257e+08	5.0591879e+08	3.8555339e+08	2.7850003e+08	3.0309585e+08	2.8224954e+08	2.593512e+08	2.6170253e+08	2.349354e+08	2.774373e+08	5.0728183e+08	3.5847333e+08	4.5687383e+08	4.0981013e+08	2.986856e+08	2.4482934e+08	1.8427972e+08	3.4780357e+08	2.3029143e+08	2.7993332e+08	2.8271988e+08	2.4964179e+08	2.3550376e+08	2.6504247e+08
Methylguanine	316019.06	134006.93	414186.44	284900.29	115565.43	187972.51	204122.14	268453.47	256929.07	311949.95	53463.238	435417.82	4063.2232	120427.79	1258000.9	287818.38	177947.12	214078.87	4334.053	149380.75	73388.164	414442.86	6053.1633	2016948.2	850611.78	83198.569	162090.53	825987.89	881690.07	395874.31	850598.13	66549.33	170457.85	33352.129	156778.14	338385.46	328038.73	564341.26	626396.68	317607.07	441033.17	47109.014	697222.5	6084.8914	189988.8	180133.51	238077.11	5619052.1	7301613.6	1329739.8	15029491	349414.57	4038928.2	1253299.4	3611615.2	3587365.7	1694594.8	2149596.8	2725439	306302.3	4019406.2	13894.172	3260755.3	2652145.8	3317205	2791291.5	953698.51	20720527	264012.71	4274710.2	3660033.9	1748377.7	1432334.5	1676472.1	1285645
Myoinositol	40017994	1.2216607e+08	41206130	36504455	62762530	73354120	30810839	40025427	49920471	46373978	1.8390235e+08	39607745	48807173	64988411	70534216	55217549	66622341	34657464	34205475	49568395	1.0591018e+08	16662775	23792763	80178578	45399725	1.1490245e+08	30805888	1.2089558e+08	62586118	51064721	59612284	2.9510095e+08	1.0268718e+08	55748011	60112756	32226266	70820681	66782801	74772110	24842893	1.294988e+08	45941997	72954271	53202353	72647193	38989295	44597247	22067000	1.1382017e+08	1.7178955e+08	46288777	52603526	1.5035309e+08	76077398	70266202	37657967	5.9112954e+08	55875114	28492732	34661299	55601810	97637448	21353872	85545208	29447575	83728020	2.5309172e+08	25271273	3.1038814e+08	36865283	20871637	42089106	68208579	29555284	50824673
