ensembl_id,gene_symbol,base_mean,log2_fold_change,lfc_se,stat,pvalue,padj
ENSG00000186300,ZNF555,134.647678470793,-0.1066601951307004,0.1738367036566771,-0.6135654489937375,0.5395025210353666,0.758729343102082
ENSG00000186301,MST1P2,88.00218071978587,0.2313826355430832,0.2137810695062443,1.0823345400857616,0.2791039035402816,0.5267686837817677
ENSG00000186310,NAP1L3,79.27639806151524,-0.9887871757387424,0.2411670669618974,-4.1000091272618215,4.131338442654983e-05,0.00040129186122943983
ENSG00000186312,CA5BP1,131.02356869543516,0.1310208457359033,0.1765591844916865,0.7420789018317682,0.4580395319506495,0.6970140547753685
ENSG00000186314,PRELID2,38.56947763210261,1.1519917063204834,0.3621055717291021,3.181369733748007,0.0014658042664487,0.0092396920683697
ENSG00000186318,BACE1,3190.223387451614,-0.0082831611448701,0.1018072950072811,-0.0813611749951488,0.9351547245737348,0.9732130332283838
ENSG00000186322,ENSG00000186322,142.73208402389164,-0.1306179697351933,0.176235734438423,-0.7411548523425672,0.4585995541726601,0.697230979190998
ENSG00000186340,THBS2,14436.125367432129,-0.5257725436045935,0.1151818988892038,-4.564715017507623,5.001733258989459e-06,5.991444996216742e-05
ENSG00000186350,RXRA,1793.9292245676409,0.2268646560800075,0.0895187837043145,2.53426875000172,0.0112682273891255,0.0506971807764299
ENSG00000186352,ANKRD37,48.962091263800374,0.3577302668642098,0.2724268470371962,1.3131241313208994,0.1891411236563394,0.4138652964287518
ENSG00000186354,ENSG00000186354,31.208583560531828,-0.2039846807712757,0.4112278744305003,-0.4960380690481384,0.6198675521652374,0.8144429874232854
ENSG00000186364,NUDT17,43.50001804973617,-0.8281439048728871,0.2930869324815599,-2.8255913624705573,0.0047193427298287,0.0249722074356775
ENSG00000186376,ZNF75D,403.6700576090629,-0.0025659064983009,0.1155342266166024,-0.0222090593709157,0.9822811910410326,0.9924100712893824
ENSG00000186377,CYP4X1,29.29855550726761,-0.8743314865908007,0.4329794400624686,-2.019337191772098,0.0434521847860662,0.1449317275343575
ENSG00000186395,KRT10,196.0928216850446,0.3615126180661847,0.1734001569023689,2.0848459685635143,0.0370832845280882,0.1283674065807171
ENSG00000186399,GOLGA8R,193.52368806221892,-0.3647432749445133,0.1486766338484385,-2.453265624215933,0.014156575931418,0.0604917636623853
ENSG00000186409,CCDC30,47.825361985452865,-0.4342264440040139,0.2772688772370937,-1.566084330599807,0.1173288759240848,0.2991380250543631
ENSG00000186416,NKRF,147.38693306843015,0.2672830668954586,0.1664696751957953,1.6055961338369305,0.1083626754937671,0.2828380358768836
ENSG00000186417,GLDN,859.0841374108045,-0.3606860328176544,0.1995623572012889,-1.8073851094765725,0.0707022540386528,0.2079654488185401
